Degree Name,Grad Year,ScriptNotes,Academic Unit,Unit URI,Final URI,Comment
Human Development and Family Studies,1996,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,1997,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,1998,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,1999,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2000,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2001,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2002,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2003,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2004,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human development and Family Studies,2004,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2005,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2006,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2007,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2008,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2009,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2010,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2011,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2012,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2013,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2014,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2015,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2016,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Development and Family Studies,2017,NO URIS FOUND FOR THIS DEGREE AND YEAR,Human Development and Family Sciences,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,http://opaquenamespace.org/ns/osuAcademicUnits/Bv4LJqPh,
Human Performance, ,MISSING GRADUATION YEAR,,,,
Human Performance,1990,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,1991,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,1992,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,1993,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,1994,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,1995,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,1996,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,1997,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,1998,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,1999,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,2000,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,2001,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,2002,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,2003,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,2004,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,2005,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Performance,2006,NO URIS FOUND FOR THIS DEGREE AND YEAR,College of Health and Human Performance,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,http://opaquenamespace.org/ns/osuAcademicUnits/QZjZa48L,
Human Resources,1996,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Hydraulic Engineering,1942,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/ZaTFzxWC,http://opaquenamespace.org/ns/osuAcademicUnits/ZaTFzxWC,
Hydraulic Engineering,1946,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/ZaTFzxWC,http://opaquenamespace.org/ns/osuAcademicUnits/ZaTFzxWC,
Hydraulic Engineering,1950,NO URIS FOUND FOR THIS DEGREE AND YEAR,School of Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/ZaTFzxWC,http://opaquenamespace.org/ns/osuAcademicUnits/ZaTFzxWC,
Industrial and General Engineering,1975,http://opaquenamespace.org/ns/osuAcademicUnits/gOB9nw1c,,,http://opaquenamespace.org/ns/osuAcademicUnits/gOB9nw1c,
Industrial and General Engineering,1976,http://opaquenamespace.org/ns/osuAcademicUnits/gOB9nw1c,,,http://opaquenamespace.org/ns/osuAcademicUnits/gOB9nw1c,
Industrial and General Engineering,1977,http://opaquenamespace.org/ns/osuAcademicUnits/gOB9nw1c,,,http://opaquenamespace.org/ns/osuAcademicUnits/gOB9nw1c,
Industrial and General Engineering,1979,http://opaquenamespace.org/ns/osuAcademicUnits/gOB9nw1c,,,http://opaquenamespace.org/ns/osuAcademicUnits/gOB9nw1c,
Industrial and Manufacturing Engineering,1989,NO URIS FOUND FOR THIS DEGREE AND YEAR,,http://opaquenamespace.org/ns/osuAcademicUnits/gOB9nw1c,http://opaquenamespace.org/ns/osuAcademicUnits/gOB9nw1c,
Industrial and Manufacturing Engineering,1991,http://opaquenamespace.org/ns/osuAcademicUnits/qRATmOi2,,,http://opaquenamespace.org/ns/osuAcademicUnits/qRATmOi2,
Industrial and Manufacturing Engineering,1992,http://opaquenamespace.org/ns/osuAcademicUnits/qRATmOi2,,,http://opaquenamespace.org/ns/osuAcademicUnits/qRATmOi2,
Industrial and Manufacturing Engineering,1993,http://opaquenamespace.org/ns/osuAcademicUnits/qRATmOi2,,,http://opaquenamespace.org/ns/osuAcademicUnits/qRATmOi2,
Industrial and Manufacturing Engineering,1994,http://opaquenamespace.org/ns/osuAcademicUnits/qRATmOi2,,,http://opaquenamespace.org/ns/osuAcademicUnits/qRATmOi2,
Industrial and Manufacturing Engineering,1995,http://opaquenamespace.org/ns/osuAcademicUnits/qRATmOi2,,,http://opaquenamespace.org/ns/osuAcademicUnits/qRATmOi2,
Industrial and Manufacturing Engineering,2004,http://opaquenamespace.org/ns/osuAcademicUnits/qRATmOi2,,,http://opaquenamespace.org/ns/osuAcademicUnits/qRATmOi2,
Industrial Arts,1929,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,,,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,
Industrial Arts,1935,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,,,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,
Industrial Arts,1936,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,,,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,
Industrial Arts,1939,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,,,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,
Industrial Arts,1940,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,,,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,
Industrial Arts,1941,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,,,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,
Industrial Arts,1942,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,,,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,
Industrial Arts,1947,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,,,http://opaquenamespace.org/ns/osuAcademicUnits/GfAFV15Y,
Industrial Arts,1948,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts,1949,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts,1950,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts,1951,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts,1952,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts,1953,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts,1954,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts,1955,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts,1957,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1955,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1956,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial arts and engineering,1956,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1957,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1958,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1959,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1960,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1961,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1962,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1963,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1964,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1965,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1966,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts and Engineering,1971,NO URIS FOUND FOR THIS DEGREE AND YEAR,Industrial Engineering and Industrial Arts,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,http://opaquenamespace.org/ns/osuAcademicUnits/3oPmqTF3,
Industrial Arts Education,1933,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Industrial Arts Education,1935,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Industrial Arts Education,1936,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Industrial Arts Education,1937,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Industrial Arts Education,1938,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Industrial Arts Education,1939,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Industrial Arts Education,1940,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Industrial Arts Education,1947,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Industrial Arts Education,1953,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Industrial Arts Education,1954,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Industrial Chemistry,1930,NO URIS FOUND FOR THIS DEGREE AND YEAR,,,,
Industrial Education,1931,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1932,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1933,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1934,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1935,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1936,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1937,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1938,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1939,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1940,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1941,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1942,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1943,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1944,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
Industrial Education,1947,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,,,http://opaquenamespace.org/ns/osuAcademicUnits/5gbCkz6y,
